maXa,tenXa,maHuyen,tenHuyen,maTinh,tenTinh
4032353,Xã Bắc Thành,40323,Huyện Yên THành,403,Nghệ An
4032323,Xã Công Thành,40323,Huyện Yên THành,403,Nghệ An
4032313,Xã Hoa Thành,40323,Huyện Yên THành,403,Nghệ An
4032377,Xã Hùng Thành,40323,Huyện Yên THành,403,Nghệ An
4032333,Xã Hậu Thành,40323,Huyện Yên THành,403,Nghệ An
4032341,Xã Hồng Thành,40323,Huyện Yên THành,403,Nghệ An
4032315,Xã Hợp Thành,40323,Huyện Yên THành,403,Nghệ An
4032363,Xã Khánh Thành,40323,Huyện Yên THành,403,Nghệ An
4032331,Xã Kim Thành,40323,Huyện Yên THành,403,Nghệ An
4032367,Xã Liên Thành,40323,Huyện Yên THành,403,Nghệ An
4032357,Xã Long Thành,40323,Huyện Yên THành,403,Nghệ An
4032305,Xã Lý Thành,40323,Huyện Yên THành,403,Nghệ An
4032329,Xã Lăng Thành,40323,Huyện Yên THành,403,Nghệ An
4032359,Xã Minh Thành,40323,Huyện Yên THành,403,Nghệ An
4032327,Xã Mã Thành,40323,Huyện Yên THành,403,Nghệ An
4032371,Xã Mỹ Thành,40323,Huyện Yên THành,403,Nghệ An
4032361,Xã Nam Thành,40323,Huyện Yên THành,403,Nghệ An
4032355,Xã Nhân Thành,40323,Huyện Yên THành,403,Nghệ An
4032345,Xã Phú Thành,40323,Huyện Yên THành,403,Nghệ An
4032311,Xã Phúc Thành,40323,Huyện Yên THành,403,Nghệ An
4032337,Xã Quang Thành,40323,Huyện Yên THành,403,Nghệ An
4032373,Xã Sơn Thành,40323,Huyện Yên THành,403,Nghệ An
4032349,Xã Thịnh Thành,40323,Huyện Yên THành,403,Nghệ An
4032335,Xã Thọ Thành,40323,Huyện Yên THành,403,Nghệ An
4032375,Xã Tiến Thành,40323,Huyện Yên THành,403,Nghệ An
4032317,Xã Trung Thành,40323,Huyện Yên THành,403,Nghệ An
4032307,Xã Tân Thành,40323,Huyện Yên THành,403,Nghệ An
4032339,Xã Tây Thành,40323,Huyện Yên THành,403,Nghệ An
4032303,Xã Tăng Thành,40323,Huyện Yên THành,403,Nghệ An
4032365,Xã Viên Thành,40323,Huyện Yên THành,403,Nghệ An
4032347,Xã Văn Thành,40323,Huyện Yên THành,403,Nghệ An
4032319,Xã Vĩnh Thành,40323,Huyện Yên THành,403,Nghệ An
4032351,Xã Xuân Thành,40323,Huyện Yên THành,403,Nghệ An
4032309,Xã Đô Thành,40323,Huyện Yên THành,403,Nghệ An
4032321,Xã Đại Thành,40323,Huyện Yên THành,403,Nghệ An
4032343,Xã Đồng Thành,40323,Huyện Yên THành,403,Nghệ An
4032301,Xã Đức Thành,40323,Huyện Yên THành,403,Nghệ An
4032923,Thị trấn Đô Lương,40329,Huyện Đô Lương,403,Nghệ An
4032929,Xã Bài Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032931,Xã Bắc Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032901,Xã Bồi Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032925,Xã Giang Sơn - Đã hết hiệu lực,40329,Huyện Đô Lương,403,Nghệ An
4032967,Xã Giang Sơn Tây,40329,Huyện Đô Lương,403,Nghệ An
4032965,Xã Giang Sơn Đông,40329,Huyện Đô Lương,403,Nghệ An
4032959,Xã Hiến Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032915,Xã Hòa Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032927,Xã Hồng Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032911,Xã Lam Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032917,Xã Lưu Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032945,Xã Lạc Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032909,Xã Minh Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032907,Xã Mỹ Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032903,Xã Nam Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032913,Xã Ngọc Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032957,Xã Nhân Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032921,Xã Quang Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032905,Xã Thuận Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032949,Xã Thái Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032935,Xã Thượng Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032951,Xã Thịnh Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032953,Xã Trung Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032933,Xã Tràng Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032961,Xã Trù Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032947,Xã Tân Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032943,Xã Văn Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032955,Xã Xuân Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032941,Xã Yên Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032919,Xã Đà Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032939,Xã Đông Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032963,Xã Đại Sơn,40329,Huyện Đô Lương,403,Nghệ An
4032937,Xã Đặng Sơn,40329,Huyện Đô Lương,403,Nghệ An
4030129,Phường Bến Thủy,40301,Thành phố Vinh,403,Nghệ An
4030123,Phường Cửa Nam,40301,Thành phố Vinh,403,Nghệ An
4030113,Phường Hà Huy Tập,40301,Thành phố Vinh,403,Nghệ An
4030103,Phường Hưng Bình,40301,Thành phố Vinh,403,Nghệ An
4030121,Phường Hưng Dũng,40301,Thành phố Vinh,403,Nghệ An
4030119,Phường Hưng Phúc,40301,Thành phố Vinh,403,Nghệ An
4030131,Phường Hồng Sơn,40301,Thành phố Vinh,403,Nghệ An
4030115,Phường Lê Lợi,40301,Thành phố Vinh,403,Nghệ An
4030105,Phường Lê Mao,40301,Thành phố Vinh,403,Nghệ An
4030101,Phường Quang Trung,40301,Thành phố Vinh,403,Nghệ An
4030117,Phường Quán Bàu,40301,Thành phố Vinh,403,Nghệ An
4030107,Phường Trung Đô,40301,Thành phố Vinh,403,Nghệ An
4030127,Phường Trường Thi,40301,Thành phố Vinh,403,Nghệ An
4030139,Phường Vinh Tân,40301,Thành phố Vinh,403,Nghệ An
4030111,Phường Đông Vĩnh,40301,Thành phố Vinh,403,Nghệ An
4030125,Phường Đội Cung,40301,Thành phố Vinh,403,Nghệ An
4030141,Xã Hưng Chính,40301,Thành phố Vinh,403,Nghệ An
4030109,Xã Hưng Hòa,40301,Thành phố Vinh,403,Nghệ An
4030137,Xã Hưng Lộc,40301,Thành phố Vinh,403,Nghệ An
4030135,Xã Hưng Đông,40301,Thành phố Vinh,403,Nghệ An
4030143,Xã Nghi Kim,40301,Thành phố Vinh,403,Nghệ An
4030145,Xã Nghi Liên,40301,Thành phố Vinh,403,Nghệ An
4030133,Xã Nghi Phú,40301,Thành phố Vinh,403,Nghệ An
4030147,Xã Nghi Ân,40301,Thành phố Vinh,403,Nghệ An
4030149,Xã Nghi Đức,40301,Thành phố Vinh,403,Nghệ An
4030309,Phường Nghi Hoà,40303,Thị xã Cửa Lò,403,Nghệ An
4030313,Phường Nghi Hương,40303,Thị xã Cửa Lò,403,Nghệ An
4030311,Phường Nghi Hải,40303,Thị xã Cửa Lò,403,Nghệ An
4030305,Phường Nghi Thu,40303,Thị xã Cửa Lò,403,Nghệ An
4030307,Phường Nghi Thuỷ,40303,Thị xã Cửa Lò,403,Nghệ An
4030301,Phường Nghi Tân,40303,Thị xã Cửa Lò,403,Nghệ An
4030303,Phường Thu Thuỷ,40303,Thị xã Cửa Lò,403,Nghệ An
4033905,Phường Mai Hùng,40339,Thị xã Hoàng Mai,403,Nghệ An
4033903,Phường Quỳnh Dị,40339,Thị xã Hoàng Mai,403,Nghệ An
4033907,Phường Quỳnh Phương,40339,Thị xã Hoàng Mai,403,Nghệ An
4033901,Phường Quỳnh Thiện,40339,Thị xã Hoàng Mai,403,Nghệ An
4033909,Phường Quỳnh Xuân,40339,Thị xã Hoàng Mai,403,Nghệ An
4033915,Xã Quỳnh Liên,40339,Thị xã Hoàng Mai,403,Nghệ An
4033913,Xã Quỳnh Lập,40339,Thị xã Hoàng Mai,403,Nghệ An
4033919,Xã Quỳnh Lộc,40339,Thị xã Hoàng Mai,403,Nghệ An
4033911,Xã Quỳnh Trang,40339,Thị xã Hoàng Mai,403,Nghệ An
4033917,Xã Quỳnh Vinh,40339,Thị xã Hoàng Mai,403,Nghệ An
4031401,Phưòng Hoà Hiếu,40314,Thị xã Thái Hoà,403,Nghệ An
4031405,Phường Long Sơn,40314,Thị xã Thái Hoà,403,Nghệ An
4031407,Phường Quang Phong,40314,Thị xã Thái Hoà,403,Nghệ An
4031403,Phường Quang Tiến,40314,Thị xã Thái Hoà,403,Nghệ An
4031419,Xã Nghĩa Hoà (hết hiệu lực),40314,Thị xã Thái Hoà,403,Nghệ An
4031409,Xã Nghĩa Mỹ,40314,Thị xã Thái Hoà,403,Nghệ An
4031411,Xã Nghĩa Thuận,40314,Thị xã Thái Hoà,403,Nghệ An
4031413,Xã Nghĩa Tiến,40314,Thị xã Thái Hoà,403,Nghệ An
4031417,Xã Tây Hiếu,40314,Thị xã Thái Hoà,403,Nghệ An
4031415,Xã Đông Hiếu,40314,Thị xã Thái Hoà,403,Nghệ An
1170717,Thị trấn Me,11707,Huyện Gia Viễn,117,Ninh Bình
1170705,Xã Gia Hòa,11707,Huyện Gia Viễn,117,Ninh Bình
1170719,Xã Gia Hưng,11707,Huyện Gia Viễn,117,Ninh Bình
1170739,Xã Gia Lạc,11707,Huyện Gia Viễn,117,Ninh Bình
1170729,Xã Gia Lập,11707,Huyện Gia Viễn,117,Ninh Bình
1170713,Xã Gia Minh,11707,Huyện Gia Viễn,117,Ninh Bình
1170715,Xã Gia Phong,11707,Huyện Gia Viễn,117,Ninh Bình
1170725,Xã Gia Phú,11707,Huyện Gia Viễn,117,Ninh Bình
1170733,Xã Gia Phương,11707,Huyện Gia Viễn,117,Ninh Bình
1170703,Xã Gia Sinh,11707,Huyện Gia Viễn,117,Ninh Bình
1170723,Xã Gia Thanh,11707,Huyện Gia Viễn,117,Ninh Bình
1170735,Xã Gia Thắng,11707,Huyện Gia Viễn,117,Ninh Bình
1170731,Xã Gia Thịnh,11707,Huyện Gia Viễn,117,Ninh Bình
1170741,Xã Gia Tiến,11707,Huyện Gia Viễn,117,Ninh Bình
1170737,Xã Gia Trung,11707,Huyện Gia Viễn,117,Ninh Bình
1170701,Xã Gia Trấn,11707,Huyện Gia Viễn,117,Ninh Bình
1170711,Xã Gia Tân,11707,Huyện Gia Viễn,117,Ninh Bình
1170707,Xã Gia Vân,11707,Huyện Gia Viễn,117,Ninh Bình
1170709,Xã Gia Vượng,11707,Huyện Gia Viễn,117,Ninh Bình
1170727,Xã Gia Xuân,11707,Huyện Gia Viễn,117,Ninh Bình
1170721,Xã Liên Sơn,11707,Huyện Gia Viễn,117,Ninh Bình
1170907,Thị trấn Thiên Tôn,11709,Huyện Hoa Lư,117,Ninh Bình
1170921,Xã Ninh An,11709,Huyện Hoa Lư,117,Ninh Bình
1170909,Xã Ninh Giang,11709,Huyện Hoa Lư,117,Ninh Bình
1170915,Xã Ninh Hòa,11709,Huyện Hoa Lư,117,Ninh Bình
1170905,Xã Ninh Hải,11709,Huyện Hoa Lư,117,Ninh Bình
1170903,Xã Ninh Khang,11709,Huyện Hoa Lư,117,Ninh Bình
1170913,Xã Ninh Mỹ,11709,Huyện Hoa Lư,117,Ninh Bình
1170901,Xã Ninh Thắng,11709,Huyện Hoa Lư,117,Ninh Bình
1170919,Xã Ninh Vân,11709,Huyện Hoa Lư,117,Ninh Bình
1170917,Xã Ninh Xuân,11709,Huyện Hoa Lư,117,Ninh Bình
1170911,Xã Trường Yên,11709,Huyện Hoa Lư,117,Ninh Bình
1171515,Thị trấn Bình Minh,11715,Huyện Kim Sơn,117,Ninh Bình
1171553,Thị trấn Phát Diệm,11715,Huyện Kim Sơn,117,Ninh Bình
1171519,Xã Chính Tâm (hết hiệu lực),11715,Huyện Kim Sơn,117,Ninh Bình
1171531,Xã Chất Bình,11715,Huyện Kim Sơn,117,Ninh Bình
1171547,Xã Cồn Thoi,11715,Huyện Kim Sơn,117,Ninh Bình
1171525,Xã Hùng Tiến,11715,Huyện Kim Sơn,117,Ninh Bình
1171501,Xã Hồi Ninh,11715,Huyện Kim Sơn,117,Ninh Bình
1171533,Xã Kim Chính,11715,Huyện Kim Sơn,117,Ninh Bình
1171513,Xã Kim Hải,11715,Huyện Kim Sơn,117,Ninh Bình
1171545,Xã Kim Mỹ,11715,Huyện Kim Sơn,117,Ninh Bình
1171549,Xã Kim Trung,11715,Huyện Kim Sơn,117,Ninh Bình
1171543,Xã Kim Tân,11715,Huyện Kim Sơn,117,Ninh Bình
1171551,Xã Kim Đông,11715,Huyện Kim Sơn,117,Ninh Bình
1171521,Xã Kim Định,11715,Huyện Kim Sơn,117,Ninh Bình
1171541,Xã Lai Thành,11715,Huyện Kim Sơn,117,Ninh Bình
1171537,Xã Lưu Phương,11715,Huyện Kim Sơn,117,Ninh Bình
1171503,Xã Như Hòa,11715,Huyện Kim Sơn,117,Ninh Bình
1171529,Xã Quang Thiện,11715,Huyện Kim Sơn,117,Ninh Bình
1171535,Xã Thượng Kiệm,11715,Huyện Kim Sơn,117,Ninh Bình
1171509,Xã Tân Thành,11715,Huyện Kim Sơn,117,Ninh Bình
1171511,Xã Văn Hải,11715,Huyện Kim Sơn,117,Ninh Bình
1171555,Xã Xuân Chính,11715,Huyện Kim Sơn,117,Ninh Bình
1171517,Xã Xuân Thiện (hết hiệu lực),11715,Huyện Kim Sơn,117,Ninh Bình
1171539,Xã Yên Lộc,11715,Huyện Kim Sơn,117,Ninh Bình
1171527,Xã Yên Mật (hết hiệu lực),11715,Huyện Kim Sơn,117,Ninh Bình
1171523,Xã ân Hòa,11715,Huyện Kim Sơn,117,Ninh Bình
1171505,Xã Định Hóa,11715,Huyện Kim Sơn,117,Ninh Bình
1171507,Xã Đồng Hướng,11715,Huyện Kim Sơn,117,Ninh Bình
1170507,Thị trấn Nho Quan,11705,Huyện Nho quan,117,Ninh Bình
1170529,Xã Cúc Phương,11705,Huyện Nho quan,117,Ninh Bình
1170523,Xã Gia Lâm,11705,Huyện Nho quan,117,Ninh Bình
1170525,Xã Gia Sơn,11705,Huyện Nho quan,117,Ninh Bình
1170509,Xã Gia Thủy,11705,Huyện Nho quan,117,Ninh Bình
1170501,Xã Gia Tường,11705,Huyện Nho quan,117,Ninh Bình
1170549,Xã Kỳ Phú,11705,Huyện Nho quan,117,Ninh Bình
1170533,Xã Lạc Vân,11705,Huyện Nho quan,117,Ninh Bình
1170513,Xã Lạng Phong,11705,Huyện Nho quan,117,Ninh Bình
1170553,Xã Phú Long,11705,Huyện Nho quan,117,Ninh Bình
1170517,Xã Phú Lộc,11705,Huyện Nho quan,117,Ninh Bình
1170531,Xã Phú Sơn,11705,Huyện Nho quan,117,Ninh Bình
1170505,Xã Quảng Lạc,11705,Huyện Nho quan,117,Ninh Bình
1170551,Xã Quỳnh Lưu,11705,Huyện Nho quan,117,Ninh Bình
1170519,Xã Sơn Hà,11705,Huyện Nho quan,117,Ninh Bình
1170543,Xã Sơn Lai,11705,Huyện Nho quan,117,Ninh Bình
1170545,Xã Sơn Thành,11705,Huyện Nho quan,117,Ninh Bình
1170515,Xã Thanh Lạc,11705,Huyện Nho quan,117,Ninh Bình
1170539,Xã Thượng Hòa,11705,Huyện Nho quan,117,Ninh Bình
1170527,Xã Thạch Bình,11705,Huyện Nho quan,117,Ninh Bình
1170541,Xã Văn Phong,11705,Huyện Nho quan,117,Ninh Bình
1170547,Xã Văn Phú,11705,Huyện Nho quan,117,Ninh Bình
1170503,Xã Văn Phương,11705,Huyện Nho quan,117,Ninh Bình
1170521,Xã Xích Thổ,11705,Huyện Nho quan,117,Ninh Bình
1170537,Xã Yên Quang,11705,Huyện Nho quan,117,Ninh Bình
1170535,Xã Đồng Phong,11705,Huyện Nho quan,117,Ninh Bình
1170511,Xã Đức Long,11705,Huyện Nho quan,117,Ninh Bình
1171305,Thị trấn Yên Ninh,11713,Huyện Yên Khánh,117,Ninh Bình
1171307,Xã Khánh An,11713,Huyện Yên Khánh,117,Ninh Bình
1171333,Xã Khánh Công,11713,Huyện Yên Khánh,117,Ninh Bình
1171301,Xã Khánh Cư,11713,Huyện Yên Khánh,117,Ninh Bình
1171323,Xã Khánh Cường,11713,Huyện Yên Khánh,117,Ninh Bình
1171319,Xã Khánh Hòa,11713,Huyện Yên Khánh,117,Ninh Bình
1171309,Xã Khánh Hải,11713,Huyện Yên Khánh,117,Ninh Bình
1171339,Xã Khánh Hồng,11713,Huyện Yên Khánh,117,Ninh Bình
1171311,Xã Khánh Hội,11713,Huyện Yên Khánh,117,Ninh Bình
1171321,Xã Khánh Lợi,11713,Huyện Yên Khánh,117,Ninh Bình
1171329,Xã Khánh Mậu,11713,Huyện Yên Khánh,117,Ninh Bình
1171313,Xã Khánh Nhạc,11713,Huyện Yên Khánh,117,Ninh Bình
1171335,Xã Khánh Ninh,11713,Huyện Yên Khánh,117,Ninh Bình
1171317,Xã Khánh Phú,11713,Huyện Yên Khánh,117,Ninh Bình
1171325,Xã Khánh Thiện,11713,Huyện Yên Khánh,117,Ninh Bình
1171303,Xã Khánh Thành,11713,Huyện Yên Khánh,117,Ninh Bình
1171337,Xã Khánh Thủy,11713,Huyện Yên Khánh,117,Ninh Bình
1171315,Xã Khánh Tiên,11713,Huyện Yên Khánh,117,Ninh Bình
1171327,Xã Khánh Trung,11713,Huyện Yên Khánh,117,Ninh Bình
1171331,Xã Khánh Vân,11713,Huyện Yên Khánh,117,Ninh Bình
1171105,Thị trấn Yên Thịnh,11711,Huyện Yên Mô,117,Ninh Bình
1171101,Xã Khánh Dương,11711,Huyện Yên Mô,117,Ninh Bình
1171115,Xã Khánh Thượng,11711,Huyện Yên Mô,117,Ninh Bình
1171119,Xã Khánh Thịnh,11711,Huyện Yên Mô,117,Ninh Bình
1171117,Xã Mai Sơn,11711,Huyện Yên Mô,117,Ninh Bình
1171123,Xã Yên Hòa,11711,Huyện Yên Mô,117,Ninh Bình
1171127,Xã Yên Hưng,11711,Huyện Yên Mô,117,Ninh Bình
1171135,Xã Yên Lâm,11711,Huyện Yên Mô,117,Ninh Bình
1171131,Xã Yên Mạc,11711,Huyện Yên Mô,117,Ninh Bình
1171103,Xã Yên Mỹ,11711,Huyện Yên Mô,117,Ninh Bình
1171111,Xã Yên Nhân,11711,Huyện Yên Mô,117,Ninh Bình
1171121,Xã Yên Phong,11711,Huyện Yên Mô,117,Ninh Bình
1171107,Xã Yên Phú,11711,Huyện Yên Mô,117,Ninh Bình
1171129,Xã Yên Thành,11711,Huyện Yên Mô,117,Ninh Bình
1171113,Xã Yên Thái,11711,Huyện Yên Mô,117,Ninh Bình
1171125,Xã Yên Thắng,11711,Huyện Yên Mô,117,Ninh Bình
1171109,Xã Yên Từ,11711,Huyện Yên Mô,117,Ninh Bình
1171133,Xã Yên Đồng,11711,Huyện Yên Mô,117,Ninh Bình
1170117,Phường Bích Đào,11701,Thành phố Ninh Bình,117,Ninh Bình
1170119,Phường Nam Bình,11701,Thành phố Ninh Bình,117,Ninh Bình
1170101,Phường Nam Thành,11701,Thành phố Ninh Bình,117,Ninh Bình
1170121,Phường Ninh Khánh,11701,Thành phố Ninh Bình,117,Ninh Bình
1170109,Phường Ninh Phong,11701,Thành phố Ninh Bình,117,Ninh Bình
1170127,Phường Ninh Sơn,11701,Thành phố Ninh Bình,117,Ninh Bình
1170105,Phường Phúc Thành,11701,Thành phố Ninh Bình,117,Ninh Bình
1170113,Phường Thanh Bình,11701,Thành phố Ninh Bình,117,Ninh Bình
1170111,Phường Tân Thành,11701,Thành phố Ninh Bình,117,Ninh Bình
1170115,Phường Vân Giang,11701,Thành phố Ninh Bình,117,Ninh Bình
1170103,Phường Đông Thành,11701,Thành phố Ninh Bình,117,Ninh Bình
1170107,Xã Ninh Nhất,11701,Thành phố Ninh Bình,117,Ninh Bình
1170125,Xã Ninh Phúc,11701,Thành phố Ninh Bình,117,Ninh Bình
1170123,Xã Ninh Tiến,11701,Thành phố Ninh Bình,117,Ninh Bình
1170305,Phường Bắc Sơn,11703,Thành phố Tam Điệp,117,Ninh Bình
1170309,Phường Nam Sơn,11703,Thành phố Tam Điệp,117,Ninh Bình
1170307,Phường Trung Sơn,11703,Thành phố Tam Điệp,117,Ninh Bình
1170317,Phường Tân Bình,11703,Thành phố Tam Điệp,117,Ninh Bình
1170315,Phường Tây Sơn,11703,Thành phố Tam Điệp,117,Ninh Bình
1170301,Phường Yên Bình,11703,Thành phố Tam Điệp,117,Ninh Bình
1170311,Xã Quang Sơn,11703,Thành phố Tam Điệp,117,Ninh Bình
1170303,Xã Yên Sơn,11703,Thành phố Tam Điệp,117,Ninh Bình
1170313,Xã Đông Sơn,11703,Thành phố Tam Điệp,117,Ninh Bình
7050901,Xã Phước Bình,70509,Huyện Bác ái,705,Ninh Thuận
7050917,Xã Phước Chính,70509,Huyện Bác ái,705,Ninh Thuận
7050907,Xã Phước Hòa,70509,Huyện Bác ái,705,Ninh Thuận
7050913,Xã Phước Thành,70509,Huyện Bác ái,705,Ninh Thuận
7050903,Xã Phước Thắng,70509,Huyện Bác ái,705,Ninh Thuận
7050911,Xã Phước Tiến,70509,Huyện Bác ái,705,Ninh Thuận
7050905,Xã Phước Trung,70509,Huyện Bác ái,705,Ninh Thuận
7050909,Xã Phước Tân,70509,Huyện Bác ái,705,Ninh Thuận
7050915,Xã Phước Đại,70509,Huyện Bác ái,705,Ninh Thuận
7050509,Thị trấn Khánh Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050507,Xã Hộ Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050523,Xã Nhơn Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050517,Xã Phương Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050525,Xã Thanh Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050521,Xã Tri Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050501,Xã Tân Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050515,Xã Vĩnh Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050519,Xã Xuân Hải,70505,Huyện Ninh Hải,705,Ninh Thuận
7050711,Thị trấn Phước Dân,70507,Huyện Ninh Phước,705,Ninh Thuận
7050701,Xã An Hải,70507,Huyện Ninh Phước,705,Ninh Thuận
7050725,Xã Nhị Hà,70507,Huyện Ninh Phước,705,Ninh Thuận
7050727,Xã Phước Dinh,70507,Huyện Ninh Phước,705,Ninh Thuận
7050729,Xã Phước Diêm,70507,Huyện Ninh Phước,705,Ninh Thuận
7050719,Xã Phước Hà,70507,Huyện Ninh Phước,705,Ninh Thuận
7050707,Xã Phước Hải,70507,Huyện Ninh Phước,705,Ninh Thuận
7050717,Xã Phước Hậu,70507,Huyện Ninh Phước,705,Ninh Thuận
7050721,Xã Phước Hữu,70507,Huyện Ninh Phước,705,Ninh Thuận
7050709,Xã Phước Minh,70507,Huyện Ninh Phước,705,Ninh Thuận
7050723,Xã Phước Nam,70507,Huyện Ninh Phước,705,Ninh Thuận
7050713,Xã Phước Sơn,70507,Huyện Ninh Phước,705,Ninh Thuận
7050705,Xã Phước Thuận,70507,Huyện Ninh Phước,705,Ninh Thuận
7050715,Xã Phước Thái,70507,Huyện Ninh Phước,705,Ninh Thuận
7050703,Xã Phước Vinh,70507,Huyện Ninh Phước,705,Ninh Thuận
7050303,Thị trấn Tân Sơn,70503,Huyện Ninh Sơn,705,Ninh Thuận
7050301,Xã Hòa Sơn,70503,Huyện Ninh Sơn,705,Ninh Thuận
7050305,Xã Lâm Sơn,70503,Huyện Ninh Sơn,705,Ninh Thuận
7050307,Xã Lương Sơn,70503,Huyện Ninh Sơn,705,Ninh Thuận
7050313,Xã Ma Nới,70503,Huyện Ninh Sơn,705,Ninh Thuận
7050311,Xã Mỹ Sơn,70503,Huyện Ninh Sơn,705,Ninh Thuận
7050315,Xã Nhơn Sơn,70503,Huyện Ninh Sơn,705,Ninh Thuận
7050309,Xã Quảng Sơn,70503,Huyện Ninh Sơn,705,Ninh Thuận
7051111,Xã Bắc Phong,70511,Huyện Thuận Bắc,705,Ninh Thuận
7051109,Xã Bắc Sơn,70511,Huyện Thuận Bắc,705,Ninh Thuận
7051103,Xã Công Hải,70511,Huyện Thuận Bắc,705,Ninh Thuận
7051101,Xã Lợi Hải,70511,Huyện Thuận Bắc,705,Ninh Thuận
7051105,Xã Phước Chiến,70511,Huyện Thuận Bắc,705,Ninh Thuận
7051107,Xã Phước Kháng,70511,Huyện Thuận Bắc,705,Ninh Thuận
7051301,Xã Cà Ná,70513,Huyện Thuận Nam,705,Ninh Thuận
7051313,Xã Nhị Hà,70513,Huyện Thuận Nam,705,Ninh Thuận
7051311,Xã Phước Dinh,70513,Huyện Thuận Nam,705,Ninh Thuận
7051303,Xã Phước Diêm,70513,Huyện Thuận Nam,705,Ninh Thuận
7051315,Xã Phước Hà,70513,Huyện Thuận Nam,705,Ninh Thuận
7051309,Xã Phước Minh,70513,Huyện Thuận Nam,705,Ninh Thuận
7051307,Xã Phước Nam,70513,Huyện Thuận Nam,705,Ninh Thuận
7051305,Xã Phước Ninh,70513,Huyện Thuận Nam,705,Ninh Thuận
7050103,Phường Bảo An,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050119,Phường Kinh Dinh,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050131,Phường Mỹ Bình,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050117,Phường Mỹ Hương,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050129,Phường Mỹ Hải,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050125,Phường Mỹ Đông,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050111,Phường Phước Mỹ,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050113,Phường Phủ Hà,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050115,Phường Thanh Sơn,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050105,Phường Tấn Tài,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050127,Phường Văn Hải,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050123,Phường Đài Sơn,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050109,Phường Đô Vinh,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050107,Phường Đông Hải,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050121,Phường Đạo Long,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
7050101,Xã Thành Hải,70501,TP. Phan Rang-Tháp Chàm,705,Ninh Thuận
2171365,Thị trấn Cẩm Khê,21713,Huyện Cẩm Khê,217,Phú Thọ
2171347,Thị trấn Sông Thao (hết hiệu lực),21713,Huyện Cẩm Khê,217,Phú Thọ
2171359,Xã Chương Xá,21713,Huyện Cẩm Khê,217,Phú Thọ
2171361,Xã Cát Trù (hết hiệu lực),21713,Huyện Cẩm Khê,217,Phú Thọ
2171343,Xã Cấp Dẫn,21713,Huyện Cẩm Khê,217,Phú Thọ
2171345,Xã Hiền Đa (hết hiệu lực),21713,Huyện Cẩm Khê,217,Phú Thọ
